Company;Market Value;Revenue;Profits;Assets;Rank;Sector;Industry;Continent;Country;Headquarters;State;CEO;Forbes Webpage
T&D Holdings;9,692;20,82;0,8838;123,667;489;Financials;Life & Health Insurance;Asia;Japan;Japan;;Tetsuhiro Kida;http://www.forbes.com/companies/td-holdings/
Bank Mandiri;21,974;7,131;1,675;69,038;490;Financials;Regional Banks;Asia;Indonesia;Indonesia;;Budi Sadikin;http://www.forbes.com/companies/bank-mandiri/
Coal India;36,657;11,673;2,2814;17,788;490;Materials;Diversified Metals & Mining;Asia;India;India;;Sutirtha Bhattacharya;http://www.forbes.com/companies/coal-india/
Compass Group;29,409;28,25;1,4325;14,094;492;Consumer Discretionary;Restaurants;Europe;United Kingdom;United Kingdom;;Richard Cousins;http://www.forbes.com/companies/compass-group/
Inpex;16,298;11,944;1,6855;37,202;493;Energy;Oil & Gas Operations;Asia;Japan;Japan;;Toshiaki Kitamura;http://www.forbes.com/companies/inpex/
Progressive;15,864;19,381;1,281;26,519;494;Financials;Property & Casualty Insurance;North America;United States;Ohio;Ohio;Glenn Renwick;http://www.forbes.com/companies/progressive/
CRH;21,539;25,086;0,772;26,642;495;Materials;Construction Materials;Europe;Ireland;Ireland;;Albert Manifold;http://www.forbes.com/companies/crh/
Koç Holding;12,434;31,37;1,2389;27,428;496;Industrials;Conglomerates;Europe;Turkey;Turkey;;Levent Çakiroglu;http://www.forbes.com/companies/koc-holding/
Sysco;22,408;48,097;0,8719;17,97;496;Consumer Staples;Food Retail;North America;United States;Texas;Texas;William Delaney III;http://www.forbes.com/companies/sysco/
Ecolab;34,088;14,281;1,2028;19,467;498;Materials;Specialized Chemicals;North America;United States;Minnesota;Minnesota;Douglas Baker Jr;http://www.forbes.com/companies/ecolab/
Tyson Foods;15,812;39,582;0,919;23,758;499;Consumer Staples;Food Processing;North America;United States;Arkansas;Arkansas;Donald Smith;http://www.forbes.com/companies/tyson-foods/
Evergrande Real Estate;7,322;18,26;2,7496;76,477;500;Financials;Real Estate;Asia;China;China;;Hai Xia;http://www.forbes.com/companies/evergrande-real-estate/
Isbank;10,447;11,887;1,3956;118,401;501;Financials;Regional Banks;Europe;Turkey;Turkey;;Adnan Bali;http://www.forbes.com/companies/isbank/
CK Hutchison;47,621;3,398;6,9466;59,052;502;Industrials;Conglomerates;Asia;Hong Kong;Hong Kong;;Tzar Li;http://www.forbes.com/companies/ck-hutchison/
Resona Holdings;11,731;7,202;2,2506;383,603;503;Financials;Regional Banks;Asia;Japan;Japan;;Kazuhiro Higashi;http://www.forbes.com/companies/resona-holdings/
CLP Holdings;21,329;11,897;1,447;27,843;504;Utilities;Electric Utilities;Asia;Hong Kong;Hong Kong;;Richard Lancaster;http://www.forbes.com/companies/clp-holdings/
DISH Network;32,859;14,643;0,9447;22,107;504;Consumer Discretionary;Broadcasting & Cable;North America;United States;Colorado;Colorado;Charles Ergen;http://www.forbes.com/companies/dish-network/
Bharti Airtel;25,775;14,951;0,8013;30,832;506;Telecommunication Services;Telecommunications services;Asia;India;India;;Gopal Vittal;http://www.forbes.com/companies/bharti-airtel/
Biogen Idec;96,994;9,71;2,9348;14,317;507;Health Care;Biotechs;North America;United States;Massachusetts;Massachusetts;George Scangos;http://www.forbes.com/companies/biogen-idec/
Cummins;24,999;19,216;1,651;15,776;508;Industrials;Heavy Equipment;North America;United States;Indiana;Indiana;Norman Linebarger;http://www.forbes.com/companies/cummins/
CIC Group;7,943;14,445;1,4803;297,284;509;Financials;Regional Banks;Europe;France;France;;Michel Lucas;http://www.forbes.com/companies/cic-group/
Tesco;29,656;102,641;0,2642;86,04;510;Consumer Staples;Food Retail;Europe;United Kingdom;United Kingdom;;David Lewis;http://www.forbes.com/companies/tesco/
Waste Management;24,962;14,004;1,298;21,412;511;Industrials;Environmental & Waste;North America;United States;Texas;Texas;David Steiner;http://www.forbes.com/companies/waste-management/
Swiss Life Holding;8,149;22,148;0,8892;200,299;512;Financials;Life & Health Insurance;Europe;Switzerland;Switzerland;;Patrick Frost;http://www.forbes.com/companies/swiss-life-holding/
Royal Ahold;18,245;43,473;1,0452;17,108;513;Consumer Staples;Food Retail;Europe;Netherlands;Netherlands;;Dick Boer;http://www.forbes.com/companies/royal-ahold/
Daiwa House Industry;13,438;26,267;1,1891;24,451;514;Industrials;Construction Services;Asia;Japan;Japan;;Takeo Higuchi;http://www.forbes.com/companies/daiwa-house-industry/
Larsen & Toubro;26,288;14,2;0,8111;28,68;515;Industrials;Construction Services;Asia;India;India;;Krishnamurthi Venkataramanan;http://www.forbes.com/companies/larsen-toubro/
Suncorp Group;13,463;14,944;0,7328;77,413;516;Financials;Diversified Insurance;Australia;Australia;Australia;;Patrick Snowball;http://www.forbes.com/companies/suncorp-group/
Swire Pacific;20,019;7,905;1,4274;46,079;517;Industrials;Conglomerates;Asia;Hong Kong;Hong Kong;;John Slosar;http://www.forbes.com/companies/swire-pacific/
Marsh & McLennan;30,684;12,951;1,439;17,84;518;Financials;Insurance Brokers;North America;United States;New York;New York;Daniel Glaser;http://www.forbes.com/companies/marsh-mclennan/
GFNorte;16,884;8,093;1,1443;74,491;519;Financials;Regional Banks;North America;Mexico;Mexico;;Marcos Ramírez;http://www.forbes.com/companies/gfnorte/
Kasikornbank;17,053;7,36;1,4208;72,618;520;Financials;Regional Banks;Asia;Thailand;Thailand;;Banthoon Lamsam;http://www.forbes.com/companies/kasikornbank/
Xerox;14,296;20,566;0,967;27,658;521;Industrials;Business Products & Supplies;North America;United States;Connecticut;Connecticut;Ursula Burns;http://www.forbes.com/companies/xerox/
Akbank;12,721;8,102;1,5754;93,21;522;Financials;Regional Banks;Europe;Turkey;Turkey;;Hakan Binbasgil;http://www.forbes.com/companies/akbank/
Precision Castparts;30,223;10,039;1,877;19,651;523;Industrials;Aerospace & Defense;North America;United States;Oregon;Oregon;Mark Donegan;http://www.forbes.com/companies/precision-castparts/
Toyota Tsusho;9,598;81,467;0,7538;37,398;524;Industrials;Trading Companies;Asia;Japan;Japan;;Jun Karube;http://www.forbes.com/companies/toyota-tsusho/
Atlas Copco;39,545;13,651;1,7725;13,853;525;Industrials;Other Industrial Equipment;Europe;Sweden;Sweden;;Ronnie Leten;http://www.forbes.com/companies/atlas-copco/
ThyssenKrupp Group;15,415;56,028;0,4311;44,154;525;Industrials;Conglomerates;Europe;Germany;Germany;;Heinrich Hiesinger;http://www.forbes.com/companies/thyssenkrupp-group/
International Paper;22,965;26,221;0,555;28,684;527;Materials;Paper & Paper Products;North America;United States;Tennessee;Tennessee;Mark Sutton;http://www.forbes.com/companies/international-paper/
YPF;15,889;17,474;1,108;24,639;528;Energy;Oil & Gas Operations;South America;Argentina;Argentina;;Miguel Galuccio;http://www.forbes.com/companies/ypf-sociedad-anonima/
Commerzbank;16,384;22,723;0,3502;686,026;529;Financials;Regional Banks;Europe;Germany;Germany;;Martin Blessing;http://www.forbes.com/companies/commerzbank/
Entergy;14,335;12,463;0,9603;46,528;529;Utilities;Electric Utilities;North America;United States;Louisiana;Louisiana;Leo Denault;http://www.forbes.com/companies/entergy/
Xcel Energy;17,758;11,689;1,0213;36,958;531;Utilities;Electric Utilities;North America;United States;Minnesota;Minnesota;Benjamin Fowke III;http://www.forbes.com/companies/xcel-energy/
Valeant Pharmaceuticals;67,531;8,27;0,9231;26,353;532;Health Care;Pharmaceuticals;North America;Canada;Canada;;J Pearson;http://www.forbes.com/companies/valeant-pharmaceuticals/
Kubota;20,511;14,808;1,2947;20,537;533;Industrials;Heavy Equipment;Asia;Japan;Japan;;Masatoshi Kimata;http://www.forbes.com/companies/kubota/
Target;53,483;73,939;-1,636;41,404;534;Consumer Discretionary;Discount Stores;North America;United States;Minnesota;Minnesota;Brian Cornell;http://www.forbes.com/companies/target/
Celgene;90,443;7,643;1,9999;17,34;535;Health Care;Biotechs;North America;United States;New Jersey;New Jersey;Robert Hugin;http://www.forbes.com/companies/celgene/
Fosun International;14,572;10,021;1,1127;52,359;536;Materials;Iron & Steel;Asia;China;China;;Xin Liang;http://www.forbes.com/companies/fosun-international/
Mazda Motor;11,64;27,828;1,7926;19,739;537;Consumer Discretionary;Auto & Truck Manufacturers;Asia;Japan;Japan;;Masamichi Kogai;http://www.forbes.com/companies/mazda-motor/
Loews;15,457;14,094;0,588;78,367;538;Financials;Diversified Insurance;North America;United States;New York;New York;James Tisch;http://www.forbes.com/companies/loews/
Omnicom Group;19,496;15,318;1,0836;21,56;539;Consumer Discretionary;Advertising;North America;United States;New York;New York;John Wren;http://www.forbes.com/companies/omnicom-group/
Ally Financial;9,871;10,315;1,15;153,588;540;;;North America;United States;Michigan;Michigan;Jeffrey Brown;http://www.forbes.com/companies/ally-financial/
Aeon;9,974;57,56;0,5267;65,216;541;Consumer Staples;Food Retail;Asia;Japan;Japan;;Motoya Okada;http://www.forbes.com/companies/aeon/
Dongfeng Motor Group;14,359;13,14;2,0842;23,448;542;Consumer Discretionary;Auto & Truck Manufacturers;Asia;China;China;;Xu Ping;http://www.forbes.com/companies/dongfeng-motor-group/
Samsung Fire & Marine;11,275;17,803;0,7941;51,73;543;Financials;Property & Casualty Insurance;Asia;South Korea;South Korea;;Min-Soo Ahn;http://www.forbes.com/companies/samsung-fire-marine/
Daikin Industries;19,929;17,788;1,0559;19,001;544;Materials;Construction Materials;Asia;Japan;Japan;;Masanori Togawa;http://www.forbes.com/companies/daikin-industries/
Fifth Third Bancorp;15,473;6,079;1,468;139,632;545;Financials;Regional Banks;North America;United States;Ohio;Ohio;Kevin Kabat;http://www.forbes.com/companies/fifth-third-bancorp/
Baidu;71,41;7,949;2,1363;16,064;546;Information Technology;Computer Services;Asia;China;China;;Yan Li;http://www.forbes.com/companies/baidu/
Kering;24,321;13,314;0,7594;28,138;547;Consumer Discretionary;Apparel/Accessories;Europe;France;France;;François-Henri Pinault;http://www.forbes.com/companies/kering/
QBE Insurance Group;14,011;14,742;0,7412;45,671;548;Financials;Property & Casualty Insurance;Australia;Australia;Australia;;John Neal;http://www.forbes.com/companies/qbe-insurance-group/
The Priceline Group;61,548;8,442;2,4218;14,941;549;Consumer Discretionary;Business & Personal Services;North America;United States;Connecticut;Connecticut;Darren Huston;http://www.forbes.com/companies/priceline/
Bankia;16,79;5,537;1,2813;282,726;550;Financials;Regional Banks;Europe;Spain;Spain;;José Álvarez;http://www.forbes.com/companies/bankia/
Otsuka Holding;17,704;15,422;1,5077;18,167;551;Health Care;Pharmaceuticals;Asia;Japan;Japan;;Tatsuo Higuchi;http://www.forbes.com/companies/otsuka-holding/
Kyocera;20,87;13,963;0,882;24,788;552;Information Technology;Electronics;Asia;Japan;Japan;;Goro Yamaguchi;http://www.forbes.com/companies/kyocera/
Panasonic;32,436;73,463;0,1686;46,854;553;Consumer Discretionary;Consumer Electronics;Asia;Japan;Japan;;Kazuhiro Tsuga;http://www.forbes.com/companies/panasonic/
RELX Group;35,922;9,51;1,5732;17,275;554;Consumer Discretionary;Printing & Publishing;Europe;United Kingdom;United Kingdom;;Erik Engstrom;http://www.forbes.com/companies/relx-group/
Transneft;3,594;22,005;4,0576;56,816;555;Energy;Oil Services & Equipment;Asia;Russia;Russia;;Nikolay Tokarev;http://www.forbes.com/companies/transneft/
Grupo Mexico;23,663;9,321;1,815;20,605;556;Materials;Diversified Metals & Mining;North America;Mexico;Mexico;;Germán Mota-Velasco;http://www.forbes.com/companies/grupo-mexico/
Shin-Etsu Chemical;27,624;11,557;1,1441;19,167;556;Materials;Diversified Chemicals;Asia;Japan;Japan;;Shunzo Mori;http://www.forbes.com/companies/shin-etsu-chemical/
Axis Bank;21,694;6,373;1,0441;64,698;558;Financials;Regional Banks;Asia;India;India;;Shikha Sharma;http://www.forbes.com/companies/axis-bank/
Volvo Group;25,228;41,214;0,3057;49,931;559;Industrials;Heavy Equipment;Europe;Sweden;Sweden;;Jan Gurander;http://www.forbes.com/companies/volvo-group/
Daiwa Securities;13,973;5,996;1,3527;196,704;560;Financials;Investment Services;Asia;Japan;Japan;;Takashi Hibino;http://www.forbes.com/companies/daiwa-securities/
National Bank of Canada;12,284;6,691;1,3259;169,15;560;Financials;Regional Banks;North America;Canada;Canada;;Louis Vachon;http://www.forbes.com/companies/national-bank-of-canada/
Western Digital;21,53;15,185;1,553;15,139;562;Information Technology;Computer Storage Devices;North America;United States;California;California;Stephen Milligan;http://www.forbes.com/companies/western-digital/
Daqin Railway;27,081;8,73;2,3146;17,916;563;Industrials;Railroads;Asia;China;China;;Guan B0Lin;http://www.forbes.com/companies/daqin-railway/
Siam Commercial Bank;18,584;5,411;1,6419;82,058;564;Financials;Regional Banks;Asia;Thailand;Thailand;;Arthid Nanthawithaya;http://www.forbes.com/companies/siam-commercial-bank/
Best Buy;13,457;41,52;1,231;15,256;565;Information Technology;Computer & Electronics Retail;North America;United States;Minnesota;Minnesota;Hubert Joly;http://www.forbes.com/companies/best-buy/
Franklin Resources;32,068;8,535;2,3324;16,297;566;Financials;Investment Services;North America;United States;California;California;Gregory Johnson;http://www.forbes.com/companies/franklin-resources/
Fairfax Financial;12,436;9,912;1,6222;36,131;567;Financials;Property & Casualty Insurance;North America;Canada;Canada;;Vivian Watsa;http://www.forbes.com/companies/fairfax-financial/
Woodside Petroleum;21,522;7,35;2,4164;24,082;568;Energy;Oil & Gas Operations;Australia;Australia;Australia;;Peter Coleman;http://www.forbes.com/companies/woodside-petroleum/
Rogers Communications;17,852;11,635;1,2142;22,898;569;Telecommunication Services;Telecommunications services;North America;Canada;Canada;;Guy Laurence;http://www.forbes.com/companies/rogers-communications/
Country Garden Holdings;8,61;13,753;1,66;43,203;570;Financials;Real Estate;Asia;China;China;;Mo Bin;http://www.forbes.com/companies/country-garden-holdings/
Sumitomo Electric;10,428;25,922;1,0672;24,013;571;Consumer Discretionary;Auto & Truck Parts;Asia;Japan;Japan;;Masayoshi Matsumoto;http://www.forbes.com/companies/sumitomo-electric/
Liberty Global;45,025;18,248;-0,695;72,842;572;Consumer Discretionary;Broadcasting & Cable;Europe;United Kingdom;United Kingdom;;Mike Fries;http://www.forbes.com/companies/liberty-global/
HeidelbergCement;15,19;16,732;0,6444;34,042;573;Materials;Construction Materials;Europe;Germany;Germany;;Bernd Scheifele;http://www.forbes.com/companies/heidelbergcement/
CIMB Group Holdings;14,541;6,642;0,9495;118,449;574;Financials;Regional Banks;Asia;Malaysia;Malaysia;;Zafrul Abdul Aziz;http://www.forbes.com/companies/cimb-group-holdings/
NKSJ Holdings;13,201;29,925;0,379;83,898;575;Financials;Property & Casualty Insurance;Asia;Japan;Japan;;Kengo Sakurada;http://www.forbes.com/companies/nksj-holdings/
Norilsk Nickel;29,241;11,894;1,9175;13,149;576;Materials;Diversified Metals & Mining;Asia;Russia;Russia;;Vladimir Potanin;http://www.forbes.com/companies/norilsk-nickel/
Tokyo Gas;16,057;21,322;0,8603;18,581;577;Utilities;Natural Gas Utilities;Asia;Japan;Japan;;Michiaki Hirose;http://www.forbes.com/companies/tokyo-gas/
Public Bank;20,434;4,895;1,3811;98,877;578;Financials;Regional Banks;Asia;Malaysia;Malaysia;;Ah Tay;http://www.forbes.com/companies/public-bank/
ArcelorMittal;15,783;79,157;-1,1402;99,179;579;Materials;Iron & Steel;Europe;Luxembourg;Luxembourg;;Lakshmi Mittal;http://www.forbes.com/companies/arcelormittal/
Hana Financial Group;7,46;13,843;0,8727;287,084;580;Financials;Regional Banks;Asia;South Korea;South Korea;;Jung-Tai Kim;http://www.forbes.com/companies/hana-financial/
TELUS;20,708;10,799;1,2902;20,045;580;Telecommunication Services;Telecommunications services;North America;Canada;Canada;;Joseph Natale;http://www.forbes.com/companies/telus/
BG Group;43,52;19,25;-1,044;61,846;582;Energy;Oil & Gas Operations;Europe;United Kingdom;United Kingdom;;Helge Lund;http://www.forbes.com/companies/bg-group/
GD Power Development;14,119;9,915;0,9751;39,693;583;Utilities;Electric Utilities;Asia;China;China;;Feng Shuchen;http://www.forbes.com/companies/gd-power-development/
Chinatrust Financial;10,268;7,624;1,3014;115,668;584;Financials;Regional Banks;Asia;Taiwan;Taiwan;;Wen Yen;http://www.forbes.com/companies/chinatrust-financial/
Akzo Nobel;19,26;18,963;0,7242;19,723;585;Materials;Diversified Chemicals;Europe;Netherlands;Netherlands;;Ton Büchner;http://www.forbes.com/companies/akzo-nobel/
Fortum;17,727;6,301;4,1836;25,865;585;Utilities;Electric Utilities;Europe;Finland;Finland;;Timo Karttinen;http://www.forbes.com/companies/fortum/
